text,sector
Build a stock portfolio using 500000 in the e&p sector.,Energy
Allocate 100000 into stocks for passive income,Unspecified
Allocate 75000 into safe drug stocks,Healthcare
Recommend stable grocery companies for a aggressive investor.,Consumer Defensive
Compare leading IT businesses for long term growth.,Technology
Recommend promising power generation stocks for retirement.,Utilities
Find growth opportunities in the e&p sector.,Energy
Build a diversified chemical portfolio with 50000.,Basic Materials
Recommend mid cap telecommunications companies for 5 years growth.,Communication Services
Identify market leaders in semiconductors for 6 months.,Technology
Suggest safe investments from the coal sector.,Energy
Find attractive crude oil opportunities for 6 months.,Energy
Allocate 1000000 into the top materials companies for 3 years.,Basic Materials
Build a diversified banks portfolio with 25000.,Financial Services
Suggest refining investments,Energy
Suggest aggressive investments from the travel sector.,Consumer Cyclical
Suggest the best power utility investments using 25000.,Utilities
Find commercial real estate opportunities for a retired investor.,Real Estate
Long term energy opportunities,Energy
Suggest 6 months stocks,Unspecified
Recommend aggressive 5 years real estate stocks,Real Estate
Find the best 1 year social media stocks,Communication Services
Build a portfolio focused on investment banking and wealth creation.,Financial Services
Recommend promising communication services stocks for long term growth.,Communication Services
Recommend long term household products investments for a college student.,Consumer Defensive
Recommend long term metals investments for a college student.,Basic Materials
Suggest aggressive investments from the medical sector.,Healthcare
Build a stock portfolio using 10000 in the digital sector.,Technology
Build a portfolio of finance companies,Financial Services
Find the best safe 6 months foods stocks,Consumer Defensive
Suggest high quality technology businesses for retirement.,Technology
Create a aggressive portfolio in commercial real estate using 500000.,Real Estate
Build a portfolio focused on infrastructure and wealth creation.,Industrials
Find attractive media opportunities for 3 years.,Communication Services
Recommend large cap automobile companies for 6 months growth.,Consumer Cyclical
Undervalued advertising stocks,Communication Services
Build a portfolio of fmcg companies,Consumer Defensive
Recommend the best large cap companies in the natural gas sector.,Energy
Find the best lng businesses for growth.,Energy
Suggest high quality commercial real estate businesses for wealth creation.,Real Estate
Good crude oil investments,Energy
Analyze the top vehicle companies for a medium risk investor.,Consumer Cyclical
Find high quality financial businesses for 6 months.,Financial Services
Find companies in foods suitable for growth.,Consumer Defensive
Recommend top performing steel stocks,Basic Materials
Recommend top pharmaceutical companies,Healthcare
Allocate 25000 into risky property development stocks,Real Estate
Compare leading media businesses for passive income.,Communication Services
Allocate 1000000 into engineering stocks for a safe 10 years investment.,Industrials
Suggest a portfolio of real estate development companies for 6 months appreciation.,Real Estate
Recommend mid cap tech companies for 5 years growth.,Technology
Show me stocks for growth,Unspecified
Allocate 10000 into 6 months building materials stocks,Basic Materials
Build a stock portfolio using 250000 in the ecommerce sector.,Consumer Cyclical
Undervalued personal care stocks,Consumer Defensive
Allocate 250000 into 3 years stocks for growth,Unspecified
Find the best cloud computing stocks,Technology
Recommend long term crude oil investments for a experienced investor.,Energy
Find the best finance businesses for growth.,Financial Services
Suggest medium risk chip investments,Technology
Recommend risky telecom companies,Communication Services
Recommend top performing automobiles stocks,Consumer Cyclical
Recommend top aerospace companies,Industrials
Find the best 10 years broadcasting stocks,Communication Services
Top iron stocks for growth,Basic Materials
Find attractive financial services opportunities for 3 years.,Financial Services
Recommend machinery stocks with strong fundamentals for 6 months.,Industrials
Find the best 10 years vehicle stocks,Consumer Cyclical
Find undervalued medicine stocks for growth.,Healthcare
Find energy opportunities for a experienced investor.,Energy
Allocate 50000 into top performing 3 years stocks,Unspecified
Build a diversified railroad portfolio with 500000.,Industrials
Allocate 100000 into risky 10 years daily essentials stocks,Consumer Defensive
Recommend safe 10 years building materials stocks,Basic Materials
Allocate 75000 into 5 years luxury goods stocks,Consumer Cyclical
Recommend market leaders in streaming,Communication Services
Recommend 3 years technology stocks,Technology
Create a portfolio using financial services stocks,Financial Services
Suggest a portfolio of aerospace companies for 10 years appreciation.,Industrials
Suggest safe investments from the banks sector.,Financial Services
Recommend 6 months electricity stocks,Utilities
Allocate 500000 into consumer discretionary stocks,Consumer Cyclical
Recommend aggressive healthcare companies,Healthcare
Build a stock portfolio using 250000 in the defence sector.,Industrials
Best cement opportunities,Basic Materials
Build a risky investment strategy focused on hospitals.,Healthcare
Suggest e&p investments,Energy
Allocate 500000 across large cap chemical companies.,Basic Materials
Create a wealth creation plan using defence stocks.,Industrials
Show me 5 years stocks,Unspecified
Find attractive opportunities in the petroleum sector using 100000.,Energy
Find undervalued biotechnology stocks for passive income.,Healthcare
Suggest real estate investments,Real Estate
Find the best risky realty stocks,Real Estate
Suggest medium risk electric utility investments,Utilities
Create a conservative portfolio in real estate using 75000.,Real Estate
Find the best 6 months broadcasting stocks,Communication Services
Recommend small cap entertainment companies for 3 years growth.,Communication Services
Find high quality consumer cyclical businesses for 5 years.,Consumer Cyclical
Recommend 6 months stocks for passive income,Unspecified
Find attractive opportunities in the wealth management sector using 50000.,Financial Services
Suggest petroleum investments,Energy
Recommend top ai companies,Technology
Find the best medium risk stocks for long term growth,Unspecified
Recommend promising insurance stocks for long term growth.,Financial Services
Build a portfolio with 500000 in 5 years stocks,Unspecified
Suggest medium risk investments from the media sector.,Communication Services
Allocate 10000 into refining stocks for a safe 5 years investment.,Energy
Recommend biotechnology stocks with strong fundamentals for 5 years.,Healthcare
Allocate 1000000 into residential real estate stocks,Real Estate
Top wind energy stocks for growth,Utilities
Recommend aggressive 5 years health stocks,Healthcare
Find high quality ai businesses for 1 year.,Technology
Suggest risky investments from the water utility sector.,Utilities
Recommend stable tech companies for a conservative investor.,Technology
Best realty opportunities,Real Estate
