text,action,timeframe
Is it time to exit Apple?,sell,unspecified
What do you think about Microsoft stock for the next 2 years?,general_analysis,medium_term
Should I buy Microsoft or Tesla for the next 2 years?,compare,medium_term
Do you think I should sell META stock for the next 10 years?,sell,long_term
Should I sell AMZN medium term?,sell,medium_term
Is AMD safer than GOOGL for the next 2 years?,compare,medium_term
Is Microsoft a good investment over the next month?,buy,short_term
Do you think I should sell Broadcom stock?,sell,unspecified
Should I sell NFLX medium term?,sell,medium_term
Should I hold Tesla over the next 12 months?,hold,medium_term
Should I continue holding META shares for the next 2 years?,hold,medium_term
Is Uber still worth holding?,hold,unspecified
Would you choose UBER over INTC for the next 10 years?,compare,long_term
What do you think about Meta stock for retirement?,general_analysis,long_term
What do you think about TSLA stock this month?,general_analysis,short_term
Is Amazon a good investment for the next decade?,buy,long_term
Should I dump my AMZN shares long term?,sell,long_term
Is NVDA still worth holding for the next year?,hold,medium_term
Is it time to exit Tesla long term?,sell,long_term
Should I hold Palantir for retirement?,hold,long_term
Would buying Netflix be smart?,buy,unspecified
Is Qualcomm still worth holding for the next year?,hold,medium_term
Should I dump my Palantir shares medium term?,sell,medium_term
Do you think NFLX stock will grow for the next decade?,buy,long_term
Should I sell Qualcomm for the next few weeks?,sell,short_term
Compare QCOM and Uber stocks this month?,compare,short_term
Should I sell Google this month?,sell,short_term
Should I continue holding INTC shares for the next few weeks?,hold,short_term
Is NVDA worth holding long term for the next 2 years?,buy,medium_term
Is Nvidia worth holding long term this month?,buy,short_term
Should I invest in Microsoft?,buy,unspecified
Should I add Uber to my portfolio medium term?,buy,medium_term
Which company has better growth potential: AVGO or MSFT short term?,compare,short_term
Should I add UBER to my portfolio short term?,buy,short_term
Give me an overview of AMZN over the next month?,general_analysis,short_term
What do you think about Uber stock for retirement?,general_analysis,long_term
Which company has better growth potential: Google or Tesla?,compare,unspecified
Should I add NFLX to my portfolio?,buy,unspecified
How strong is Nvidia financially short term?,general_analysis,short_term
Would you choose AMD over Microsoft?,compare,unspecified
Can you analyze NVDA?,general_analysis,unspecified
Is it time to exit ORCL?,sell,unspecified
Do you think I should sell Meta stock for the next year?,sell,medium_term
Is NFLX worth holding long term medium term?,buy,medium_term
Should I dump my AAPL shares?,sell,unspecified
Which stock is better: Uber or AMD over the next 12 months?,compare,medium_term
Is INTC still worth holding short term?,hold,short_term
Should I hold PLTR for the next decade?,hold,long_term
Should I continue holding AMD shares for the next 10 years?,hold,long_term
Should I buy Microsoft or TSLA long term?,compare,long_term
Do you think I should sell Microsoft stock for the next 2 years?,sell,medium_term
Is AAPL safer than Qualcomm medium term?,compare,medium_term
Is it time to exit Intel for the next year?,sell,medium_term
Should I sell GOOGL for the next 10 years?,sell,long_term
Should I invest in Qualcomm?,buy,unspecified
Should I buy TSLA for the next year?,buy,medium_term
Is Broadcom still worth holding for the next decade?,hold,long_term
Should I buy Amazon or Netflix long term?,compare,long_term
Should I dump my UBER shares this week?,sell,short_term
Should I continue holding META shares long term?,hold,long_term
Should I invest in GOOGL for the next decade?,buy,long_term
Do you think UBER stock will grow for the next year?,buy,medium_term
Should I add INTC to my portfolio over the next 12 months?,buy,medium_term
Can you analyze TSLA for the next few weeks?,general_analysis,short_term
Do you think Google stock will grow?,buy,unspecified
Is AMD safer than ORCL for retirement?,compare,long_term
Is Nvidia still worth holding?,hold,unspecified
Should I hold META this week?,hold,short_term
Should I add ORCL to my portfolio for the next decade?,buy,long_term
What do you think about Palantir stock for the next 2 years?,general_analysis,medium_term
Would buying Amazon be smart?,buy,unspecified
Compare QCOM and MSFT stocks?,compare,unspecified
Which stock is better: NVDA or INTC?,compare,unspecified
Should I hold UBER?,hold,unspecified
Is AMD a good investment?,buy,unspecified
Should I hold Nvidia?,hold,unspecified
Is it time to exit META for the next 2 years?,sell,medium_term
How strong is UBER financially over the next 12 months?,general_analysis,medium_term
What do you think about UBER stock short term?,general_analysis,short_term
Give me an overview of NVDA?,general_analysis,unspecified
Should I buy Tesla or ORCL for the next 10 years?,compare,long_term
Which company has better growth potential: UBER or TSLA?,compare,unspecified
Should I dump my GOOGL shares for the next few weeks?,sell,short_term
Is NFLX still worth holding short term?,hold,short_term
Should I sell Nvidia for retirement?,sell,long_term
Would you choose Qualcomm over NVDA long term?,compare,long_term
Is Nvidia safer than Apple?,compare,unspecified
Should I buy MSFT or ORCL?,compare,unspecified
Is Meta still worth holding?,hold,unspecified
Would buying INTC be smart long term?,buy,long_term
Do you think Qualcomm stock will grow for retirement?,buy,long_term
Do you think Microsoft stock will grow long term?,buy,long_term
Which stock is better: AAPL or Uber over the next 12 months?,compare,medium_term
Should I invest in PLTR long term?,buy,long_term
Should I add Netflix to my portfolio short term?,buy,short_term
Should I hold UBER?,hold,unspecified
Is Uber safer than Tesla?,compare,unspecified
Do you think I should sell Nvidia stock over the next 12 months?,sell,medium_term
Should I sell INTC for the next decade?,sell,long_term
Which company has better growth potential: AMD or Google for the next decade?,compare,long_term
Give me an overview of ORCL short term?,general_analysis,short_term
Would buying INTC be smart medium term?,buy,medium_term
Is Nvidia worth holding long term over the next 12 months?,buy,medium_term
Should I continue holding Nvidia shares for the next year?,hold,medium_term
Is PLTR still worth holding medium term?,hold,medium_term
Do you think AVGO stock will grow for the next 2 years?,buy,medium_term
Should I dump my QCOM shares for the next 2 years?,sell,medium_term
Is INTC safer than Broadcom?,compare,unspecified
Is QCOM still worth holding over the next month?,hold,short_term
Do you think Tesla stock will grow?,buy,unspecified
Is Apple safer than Palantir over the next month?,compare,short_term
What do you think about NVDA stock this month?,general_analysis,short_term
Should I sell Amazon for the next year?,sell,medium_term
Should I buy Google or Nvidia medium term?,compare,medium_term
Should I dump my NVDA shares this week?,sell,short_term
Is it time to exit INTC this week?,sell,short_term
Do you think I should sell GOOGL stock for the next 10 years?,sell,long_term
Which stock is better: GOOGL or Uber over the next 12 months?,compare,medium_term
Should I continue holding Nvidia shares for the next 2 years?,hold,medium_term
Should I dump my NVDA shares for the next year?,sell,medium_term
Should I invest in META for the next year?,buy,medium_term
Is it time to exit MSFT for the next year?,sell,medium_term
Should I continue holding META shares for the next year?,hold,medium_term
Do you think I should sell Uber stock for the next year?,sell,medium_term
How strong is INTC financially for the next 10 years?,general_analysis,long_term
How strong is Nvidia financially over the next month?,general_analysis,short_term
Is TSLA safer than Google short term?,compare,short_term
Should I continue holding TSLA shares for the next decade?,hold,long_term
Should I sell UBER?,sell,unspecified
Would buying Apple be smart?,buy,unspecified
Give me an overview of Qualcomm for retirement?,general_analysis,long_term
Is Microsoft safer than TSLA for the next year?,compare,medium_term
Is it time to exit Microsoft for the next few weeks?,sell,short_term
Should I add Google to my portfolio for the next few weeks?,buy,short_term
How strong is Uber financially?,general_analysis,unspecified
Should I dump my Tesla shares?,sell,unspecified
Is NFLX safer than GOOGL over the next month?,compare,short_term
What do you think about NVDA stock over the next month?,general_analysis,short_term
How strong is AAPL financially?,general_analysis,unspecified
Can you analyze UBER over the next 12 months?,general_analysis,medium_term
Should I sell Qualcomm for the next few weeks?,sell,short_term
Should I sell AMD?,sell,unspecified
Can you analyze QCOM long term?,general_analysis,long_term
Should I hold AMD?,hold,unspecified
Can you analyze META for the next decade?,general_analysis,long_term
Should I sell AVGO medium term?,sell,medium_term
Compare Nvidia and Qualcomm stocks over the next 12 months?,compare,medium_term
How strong is Broadcom financially medium term?,general_analysis,medium_term
Is it time to exit NFLX?,sell,unspecified
Which stock is better: Qualcomm or NVDA this week?,compare,short_term
Should I add Intel to my portfolio long term?,buy,long_term
How strong is Nvidia financially?,general_analysis,unspecified
Compare Apple and AMZN stocks?,compare,unspecified
Is Microsoft still worth holding over the next 12 months?,hold,medium_term
Should I add Apple to my portfolio for the next year?,buy,medium_term
Can you analyze Tesla over the next 12 months?,general_analysis,medium_term
Should I buy Qualcomm or Meta medium term?,compare,medium_term
