text,risk
Allocate 500000 into healthcare stocks for a 1 year investor.Recommend stocks in the healthcare sector.,unspecified
Find multibagger telecom opportunities for 10 years growth.,high_risk
Build a balanced banking plan for financial independence using 500000.,medium_risk
Find aggressive investments for 1 year in the ai sector.,high_risk
I can tolerate significant volatility. Make me a portfolio of 250000 from the industrial sector.,high_risk
Allocate 75000 into healthcare stocks for a 5 years investor.Recommend stocks in the healthcare sector.,unspecified
Build a balanced portfolio with 25000 using medium_cap financial services stocks.,medium_risk
Create a retirement portfolio by allocating 100000 into telecom stocks.,low_risk
Allocate 10000 into ai stocks for a 6 months investment.,unspecified
Allocate 250000 into financial services stocks for a 10 years investment.,unspecified
Find multibagger real estate opportunities for a month growth.,high_risk
Find high-risk high-reward small_cap businesses in ai.,high_risk
"Allocate 10000 into ai stocks for a safe, 3 years investment.",low_risk
Make me a low_risk portfolio of 75000 from companies in renewable energy.,low_risk
"Allocate 75000 into financial services stocks for a safe, 6 months investment.",low_risk
Allocate 50000 into financial services stocks for a 3 years investor.Recommend stocks in the financial services sector.,unspecified
Create a diversified portfolio of 25000 for capital preservation.,medium_risk
Build an aggressive wealth creation strategy using 500000 for long term growth.,high_risk
Build a portfolio of 50000 for a year appreciation from the banking sector.,medium_risk
Suggest safe stocks from the banking sector for a month growth.,low_risk
Create a diversified portfolio of 25000 for retirement.,medium_risk
Find large trustworthy businesses in banking.,low_risk
Allocate 25000 into industrial stocks for a a year investor.Recommend stocks in the industrial sector.,unspecified
Build a stable portfolio with medium_cap stocks using 1000000.,low_risk
Allocate 100000 into consumer goods stocks for a 3 years investor.Recommend stocks in the consumer goods sector.,unspecified
Allocate 1000000 into ai stocks for a 6 months investor.Recommend stocks in the ai sector.,unspecified
Build a balanced portfolio with 1000000 using small_cap banking stocks.,medium_risk
Build a diversified strategy with small_cap stocks using 100000.,medium_risk
Build a portfolio of 75000 for a month appreciation from the healthcare sector.,medium_risk
Allocate 50000 into real estate stocks for a 3 years investment.,unspecified
Build a low-risk portfolio for long term growth using 10000.,low_risk
Allocate 75000 into industrial stocks for a a year investor.Recommend stocks in the industrial sector.,unspecified
Build an aggressive strategy of 75000 for children's education.,high_risk
Allocate 50000 into banking stocks for a 3 years investor.Recommend stocks in the banking sector.,unspecified
Allocate 500000 into healthcare stocks for a 6 months investment.,unspecified
Create a diversified consumer goods stock portfolio using 50000 for 1 year investment.,medium_risk
"Find high-risk, high-reward ai opportunities for 5 years growth.",high_risk
Allocate 250000 into financial services stocks for a 1 year investor.Recommend stocks in the financial services sector.,unspecified
Find high-risk high-reward large businesses in telecom.,high_risk
"Allocate 10000 into ai stocks for a risky, a month investor.",high_risk
"Allocate 25000 into industrial stocks for a safe, 10 years investment.",low_risk
Suggest high-volatility large renewable energy stocks with massive growth potential within 5 years.,high_risk
Find aggressive investments for a year in the energy sector.,high_risk
Allocate 10000 into energy stocks for a 5 years investment.,unspecified
Allocate 250000 into healthcare stocks for a 1 year investor.Recommend stocks in the healthcare sector.,unspecified
Allocate 50000 into banking stocks for a a year investor.Recommend stocks in the banking sector.,unspecified
Allocate 1000000 into real estate stocks for a a year investor.Recommend stocks in the real estate sector.,unspecified
I can tolerate significant volatility. Make me a portfolio of 500000 from the ai sector.,high_risk
Recommend conservative investments in telecom for a 1 year investment.,low_risk
Allocate 50000 into financial services stocks for a 10 years investor.Recommend stocks in the financial services sector.,unspecified
Suggest small energy investments with manageable risk.,medium_risk
Allocate 50000 into consumer goods stocks for a a month investment.,unspecified
Allocate 100000 into telecom stocks for a a year investor.Recommend stocks in the telecom sector.,unspecified
Suggest diversified holdings of 500000 across consumer goods.,medium_risk
Find aggressive investments for a month in the real estate sector.,high_risk
Create a secure portfolio in industrial using 25000 rupees.,low_risk
Make me a low_risk portfolio of 250000 from companies in ai.,low_risk
Allocate 50000 into real estate stocks for a 10 years investment.,unspecified
I do not mind major drawdowns. Make me a portfolio using 25000 from the technology sector.,high_risk
Build a high-risk portfolio for retirement using 50000.,high_risk
"Build a portfolio of 250000 from the financial services sector for a risky, a month investment.",high_risk
Build a balanced banking plan for future expenses using 500000.,medium_risk
Build a portfolio of 1000000 from the financial services sector with minimal volatility.,low_risk
Suggest financially strong companies in the energy sector for 5 years growth.,low_risk
Allocate 500000 into ai stocks for a 10 years investor.Recommend stocks in the ai sector.,unspecified
"Find high-risk, high-reward healthcare opportunities for a month growth.",high_risk
Build a balanced financial services plan for wealth creation using 500000.,medium_risk
Recommend a moderate-growth strategy from the consumer goods sector using 25000 .,medium_risk
Build a balanced renewable energy plan for passive income using 1000000.,medium_risk
Allocate 250000 into ai stocks for a 10 years investment.,unspecified
Allocate 100000 to healthcare stocks.,unspecified
Recommend conservative investments in real estate for a a month investment.,low_risk
"Build a portfolio of 500000 from the healthcare sector for a risky, 3 years investment.",high_risk
Build a moderate-risk strategy in technology using 250000.,medium_risk
Allocate 100000 into healthcare stocks for a a month investor.Recommend stocks in the healthcare sector.,unspecified
Allocate 10000 into financial services stocks for a 6 months investor.Recommend stocks in the financial services sector.,unspecified
Recommend quality small_cap companies for wealth creation.,medium_risk
Recommend conservative investments in real estate for a 1 year investment.,low_risk
Allocate 500000 into technology stocks for a 1 year investor.Recommend stocks in the technology sector.,unspecified
Find aggressive investments for 3 years in the ai sector.,high_risk
Allocate 25000 into banking stocks for a a year investment.,unspecified
Recommend a moderate-growth strategy from the technology sector using 100000 .,medium_risk
Suggest high-volatility medium_cap technology stocks with massive growth potential within 10 years.,high_risk
"Allocate 100000 into consumer goods stocks for a safe, 5 years investor.",low_risk
Find small opportunities in technology with explosive earnings potential.,high_risk
Allocate 100000 into consumer goods stocks for a 1 year investment.,unspecified
I have 100000. Redistribute this into the top 5 consumer goods stocks best for 1 year growth.,low_risk
Allocate 100000 into healthcare stocks for a 1 year investment.,unspecified
I have 10000. Redistribute this into the top 5 renewable energy stocks best for a year growth.,low_risk
Suggest diversified holdings of 75000 across real estate.,medium_risk
